edge_id,from_node_id,to_node_id,区域ID,区域名,方向,车道数,长度,轨迹,judgment,道路名称,道路等级
'-831711224#5',cluster_1468775626_5872862411_7831165415,4451401316,320508,姑苏区,东E,3,54.88,"MULTILINESTRING((120.61244386622576 31.32238542253747, 120.61262835566959 31.3224478404916, 120.61271235632245 31.32247059837228, 120.61282961236013 31.32249947657945, 120.61299019827827 31.322534933015326))",driveway,桃花坞大街,次干路
'-834142382#1',803406786,cluster_gneJ344_gneJ345_gneJ346_gneJ347,320508,姑苏区,北N,6,71.41,"MULTILINESTRING((120.6125760071369 31.306707535330595, 120.61246634148331 31.307344413076798))",driveway,养育巷,次干路
'-834142382#2',4463418162,803406786,320508,姑苏区,北N,3,95.79,"MULTILINESTRING((120.61260276633723 31.30575939709912, 120.61248699524059 31.30661749175578))",driveway,养育巷,次干路
'-834142382#3',5868813791,4463418162,320508,姑苏区,北N,3,55.29,"MULTILINESTRING((120.61268413471377 31.305144811196886, 120.61261869442167 31.305640189398364))",driveway,养育巷,次干路
'-834142382#4',4463418138,5868813791,320508,姑苏区,北N,3,63.57,"MULTILINESTRING((120.6127622318059 31.30453909329611, 120.61268882425848 31.305108821746995))",driveway,养育巷,次干路
'-834142382#5',cluster_803407257_833668186,4463418138,320508,姑苏区,北N,3,176.97,"MULTILINESTRING((120.61301350180568 31.30287305513499, 120.61284881792771 31.303805009969278, 120.61277277818067 31.304454148486723))",driveway,养育巷,次干路
'-834172519',566834103,7786974568,320508,姑苏区,西W,3,43.21,"MULTILINESTRING((120.62147857103464 31.330852295645727, 120.62102804808583 31.33080534028978))",driveway,平齐路,次干路
'-834187230#0',cluster_4198992040_566899896,7787127660,320508,姑苏区,西W,3,46.76,"MULTILINESTRING((120.6119838149561 31.32928588513571, 120.61149983123403 31.32922059630656))",driveway,平四路,次干路
'-834187231',7787127660,566899895,320508,姑苏区,西W,3,20.8,"MULTILINESTRING((120.61141700149011 31.3292094939546, 120.61120096621048 31.329180849466216))",driveway,平四路,次干路
'-834203832',4401991423,430312148,320508,姑苏区,东E,2,13.21,"MULTILINESTRING((120.62374596481521 31.320282347279722, 120.623883126681 31.320300941380996))",non-driveway,白塔西路,次干路
'-834215220',4508902457,7787350603,320508,姑苏区,北N,1,23.45,"MULTILINESTRING((120.62349801474085 31.296373544844858, 120.62347822600407 31.296584408433358))",non-driveway,步行道,步行道
'-834530220',566899870,3222744837,320508,姑苏区,西W,3,26.62,"MULTILINESTRING((120.60630973162947 31.3180553232439, 120.60603754899972 31.318000550303946))",driveway,西中市,次干路
'-834599648#0',4484963770,4463434169,320508,姑苏区,西W,3,95.93,"MULTILINESTRING((120.63932888874366 31.301623431122145, 120.63922018916641 31.30163117280701, 120.63865571380889 31.30168969706229, 120.63860037329958 31.301693278825407, 120.63832488860025 31.301696057347176))",non-driveway,十全街,次干路
'-834863339',4400766784,803400454,320508,姑苏区,西W,4,25.79,"MULTILINESTRING((120.60722224461887 31.311913892338367, 120.60695463990834 31.31187814740528))",driveway,景德路,次干路
'-834960900',4462368592,cluster_803407257_833668186,320508,姑苏区,北N,4,20.29,"MULTILINESTRING((120.61314760404021 31.302432978073092, 120.61310474389806 31.302612203762493))",driveway,司前街,次干路
'-835201119',7795966673,430312150,320508,姑苏区,北N,5,21.46,"MULTILINESTRING((120.62322071866674 31.324359751245833, 120.62316358622746 31.324546923156362))",driveway,临顿路,次干路
'-835653896#0',4580786320,430312146,320508,姑苏区,北N,3,142.71,"MULTILINESTRING((120.62535450101238 31.315191839218826, 120.62529447132151 31.31543208205599, 120.62523800842982 31.315647407684523, 120.6251435749352 31.315952402913165, 120.62501812025461 31.31632131115847, 120.62499754295185 31.31638352352573, 120.62498083102793 31.31643823130529))",driveway,临顿路,次干路
'-835653896#1',559944468,4580786320,320508,姑苏区,北N,3,96.35,"MULTILINESTRING((120.62562108587774 31.314352394714966, 120.62545997105765 31.31502882972894, 120.6253557262386 31.31518906594017))",driveway,临顿路,次干路
'-835653896#2',3001466719,559944468,320508,姑苏区,北N,3,36.46,"MULTILINESTRING((120.62571447948814 31.31389197895745, 120.62565066493666 31.314216120759113))",driveway,临顿路,次干路
'-835653896#3',1423186282,3001466719,320508,姑苏区,北N,3,25.64,"MULTILINESTRING((120.62577615109645 31.313623896864563, 120.62572329070386 31.313850653663362))",driveway,临顿路,次干路
'-835653896#5',cluster_1423186260_4095734715,1423186282,320508,姑苏区,北N,3,127.23,"MULTILINESTRING((120.62601608549619 31.312255342743804, 120.6259512947807 31.312480345765742, 120.62598439282435 31.312538680911814, 120.62600995279166 31.31265459948999, 120.6258368234732 31.31337049752993))",driveway,临顿路,次干路
'-835653896#7',cluster_653812602_gneJ97,cluster_1423186260_4095734715,320508,姑苏区,北N,3,56.02,"MULTILINESTRING((120.62621849671461 31.31142733602594, 120.62609778401418 31.311921700474013))",driveway,临顿路,次干路
'-836267093',4198992077,7805360199,320508,姑苏区,南S,3,347.83,"MULTILINESTRING((120.6012279535417 31.324473041054766, 120.60062463085575 31.324313305643617, 120.60044359798952 31.324222524997605, 120.60030829163387 31.32410184415834, 120.60023940536793 31.32396797489026, 120.60052327625806 31.321869305675126))",driveway,广济路,主干路
'-836267094',7805360199,5868813688,320508,姑苏区,南S,3,13.05,"MULTILINESTRING((120.60052377865394 31.321866068189703, 120.6005413443967 31.321749328595335))",driveway,北浩弄,支路
'-836267096',4462309602,4462309598,320508,姑苏区,南S,3,20.33,"MULTILINESTRING((120.60075212605716 31.31739595501935, 120.60078278253114 31.31721452239318))",driveway,北浩弄,支路
'-836271483',5398296587,7805381938,320508,姑苏区,西W,3,171.11,"MULTILINESTRING((120.62638952284141 31.29842461772602, 120.62580804115703 31.298424687544337, 120.62475479328951 31.29831789731861, 120.62459875243208 31.298303645748838))",driveway,无名,巷（弄）
'-836274628',566899870,4462309625,320508,姑苏区,北N,1,43.66,"MULTILINESTRING((120.606400027331 31.31809479773841, 120.60633741799411 31.31848478970396))",non-driveway,阊门西街,巷（弄）
'-836294122#1',4508902072,4508902081,320508,姑苏区,北N,1,48.73,"MULTILINESTRING((120.61060721765051 31.29115251581146, 120.61052412188121 31.291586054412406))",driveway,无名,巷（弄）
'-836664410',4462368633,566834134,320508,姑苏区,南S,1,204.8,"MULTILINESTRING((120.60533667966254 31.304111797927046, 120.60551080501884 31.303668959343693, 120.60569307903218 31.302949655131073, 120.60589289661019 31.302329798193114))",non-driveway,盘胥路,主干路
'-836972055#4',5398296612,J5,320508,姑苏区,东E,1,301.84,"MULTILINESTRING((120.60473454809305 31.30829581712896, 120.60494678832963 31.308007647953126, 120.60519011871409 31.30731699299327, 120.60524683270185 31.3071057405644, 120.60678644273483 31.30718604747014, 120.60681760976547 31.307071003137715))",non-driveway,无名,巷（弄）
'-837831284',5398296842,cluster_1423186260_4095734715,320508,姑苏区,东E,3,24.44,"MULTILINESTRING((120.62571026669394 31.311866639901996, 120.62595949135338 31.311919322738966))",driveway,颜家巷,巷（弄）
'-838192566#1',4484963770,7822987804,320508,姑苏区,北N,3,18.51,"MULTILINESTRING((120.63946650710822 31.301635432163465, 120.63948894616233 31.301801257915457))",driveway,无名,巷（弄）
'-838192567#3',7822987804,4484963783,320508,姑苏区,北N,3,206.26,"MULTILINESTRING((120.63948973680269 31.30181588364534, 120.63948050138848 31.302106133760688, 120.63938537115243 31.30289212579825, 120.63923033879045 31.303662314542088))",driveway,无名,巷（弄）
'-838521185',7825796462,7825796461,320508,姑苏区,南S,3,13.79,"MULTILINESTRING((120.60742792260007 31.307827002650395, 120.60745674018678 31.30770514999426))",driveway,学士街,支路
'-838521186',7825796461,cluster_3510548324_566899866,320508,姑苏区,南S,3,58.47,"MULTILINESTRING((120.60745710076816 31.307703352886055, 120.60756895001498 31.30718503288834))",driveway,学士街,支路
'-838913793',5114639846,7828637218,320508,姑苏区,西W,3,92.91,"MULTILINESTRING((120.62588026255035 31.291034681826034, 120.62584183226866 31.291268831773472, 120.62519248995946 31.291212537816353, 120.62518771800086 31.291252043933913))",driveway,无名,巷（弄）
'-838994770',3023686567,4403791411,320508,姑苏区,北N,3,82.74,"MULTILINESTRING((120.63170361311786 31.32330487701402, 120.63148154015417 31.324025019999375))",driveway,仓街,巷（弄）
'-838999190#0',1951561792,7500042994,320508,姑苏区,西W,3,123.6,"MULTILINESTRING((120.632481584443 31.329247285970553, 120.63118444604775 31.329198630371046))",driveway,北园路,支路
'-838999190#1',5139744480,1951561792,320508,姑苏区,西W,3,34.9,"MULTILINESTRING((120.63286299606705 31.32921770573645, 120.63249798369493 31.329246957245264))",driveway,北园路,支路
'-838999190#2',5139744495,5139744480,320508,姑苏区,西W,3,166.94,"MULTILINESTRING((120.63473908111855 31.32932914995512, 120.63298989330335 31.329223023299992))",driveway,北园路,支路
'-840022508#1',4580786286,1446611175,320508,姑苏区,南S,3,73.83,"MULTILINESTRING((120.62740397686026 31.317714536337654, 120.62747408411376 31.317051478338698))",driveway,无名,巷（弄）
'-E0',4198894393,J0,320508,姑苏区,东E,3,230.66,"MULTILINESTRING((120.63591184591324 31.330725473238804, 120.63829708580406 31.331091750617162))",driveway,糖坊湾支路,支路
'-E1',3212040827,5868817060,320508,姑苏区,北N,3,18.07,"MULTILINESTRING((120.63715032606767 31.302529195649345, 120.63723226688924 31.30267609422893))",driveway,无名,巷（弄）
'-E2',J4,566834114,320508,姑苏区,西W,4,122.06,"MULTILINESTRING((120.64219950158297 31.301949294847976, 120.64099737936989 31.301567339733417))",driveway,葑门路,支路
'-gneE10',cluster_gneJ344_gneJ345_gneJ346_gneJ347_gneJ348_gneJ349_gneJ350,cluster_4198991658_810140859,320508,姑苏区,南S,3,234.8,"MULTILINESTRING((120.62024840274604 31.29409137464211, 120.62032848795234 31.29357957621279, 120.62037501654927 31.293383188647596, 120.62045549292542 31.292885016303398, 120.62058490415485 31.291994332978298))",driveway,人民路,主干路
-gneE118',gneJ332,3222746210,320508,姑苏区,南S,1,115.34,"MULTILINESTRING((120.60220871655093 31.318511247300926, 120.60223367624799 31.318148333294317, 120.60227759523336 31.317820767711403, 120.60234238826095 31.31769751447311, 120.60238170267905 31.317514258939056, 120.60238705873624 31.317489466233845))",non-driveway,无名,人行道
'-gneE14',cluster_cluster_430312151_4451401336_gneJ158,cluster_gneJ117_gneJ90,320508,姑苏区,北N,2,56.97,"MULTILINESTRING((120.6154162698908 31.32327361568821, 120.61540059898097 31.32330759724341, 120.6153445835284 31.323420738714383, 120.61524443291354 31.323650850033477, 120.61519932635679 31.323756347510816))",driveway,人民路,主干路
'-gneE62',4451401299,cluster_gneJ344_gneJ345_gneJ346_gneJ347_gneJ348_gneJ349,320508,姑苏区,西W,3,191.43,"MULTILINESTRING((120.61799179137024 31.322068421987016, 120.61603098292835 31.321686392480057))",driveway,大王家巷,巷（弄）
'-gneE83',4484963766,4463434169,320508,姑苏区,东E,3,177.17,"MULTILINESTRING((120.63646588863936 31.30150256109815, 120.63832281862636 31.301602219062566))",driveway,十全街,次干路
'-gneE9',cluster_gneJ28_gneJ29,4462260503,320508,姑苏区,南S,3,52.2,"MULTILINESTRING((120.60695510865118 31.328263126135315, 120.60709261805412 31.327807519362338))",driveway,廖家巷,巷（弄）
'-gneE95',J9,4508903400,320508,姑苏区,东E,1,217.5,"MULTILINESTRING((120.6148904482488 31.305086978839668, 120.61716461618633 31.30527118027203))",non-driveway,仓米巷,巷（弄）
'112973824#0',cluster_1282714386_7497044401,5398296524,320508,姑苏区,南S,3,107.3,"MULTILINESTRING((120.63041918249344 31.31073851116017, 120.63078957101114 31.309824757686123))",driveway,望星桥北堍,巷（弄）
'112973824#1',5398296524,803415042,320508,姑苏区,南S,3,139.77,"MULTILINESTRING((120.63080640696967 31.30978168603939, 120.63126508425108 31.3085845532162))",driveway,望星桥北堍,巷（弄）
'112973829#0',430312133,430312134,320508,姑苏区,南S,3,118.19,"MULTILINESTRING((120.61001417732066 31.318370504028756, 120.6100210189465 31.318328421854865, 120.61015784739472 31.317312257650507))",driveway,中街路,次干路
'112973829#2',430312134,cluster_4463418355_7500042921,320508,姑苏区,南S,3,109.04,"MULTILINESTRING((120.61016350665868 31.317275384544192, 120.61033148396108 31.31630273114929))",driveway,中街路,次干路
'112973829#4',cluster_4463418355_7500042921,cluster_3023685093_4463418342,320508,姑苏区,南S,3,60.52,"MULTILINESTRING((120.61035766323457 31.316156386913867, 120.6104558534763 31.315617246760336))",driveway,中街路,次干路
'112973829#6',cluster_3023685093_4463418342,4508903910,320508,姑苏区,南S,3,96.24,"MULTILINESTRING((120.6104660565855 31.31556683931873, 120.61052288081311 31.31534268922804, 120.61058161105393 31.315084662580173, 120.61065513062469 31.314715254155942))",driveway,中街路,次干路
'112973829#7',4508903910,3023685095,320508,姑苏区,南S,3,90.58,"MULTILINESTRING((120.61065620090987 31.314710313550133, 120.61085057470405 31.31391077688847))",driveway,中街路,次干路
'112973829#8',3023685095,567016187,320508,姑苏区,南S,3,146.94,"MULTILINESTRING((120.61087100155184 31.31382574579512, 120.61117651657162 31.312526992807562))",driveway,中街路,次干路
'112973835#0',653812660,4380963560,320508,姑苏区,南S,3,170.6,"MULTILINESTRING((120.6410578328266 31.300465214957082, 120.64137245583848 31.298950799833722))",driveway,莫邪路,次干路
'112973835#1',4380963560,4380953013,320508,姑苏区,南S,3,154.4,"MULTILINESTRING((120.64137340807969 31.29894630769892, 120.64157199218347 31.29814282242421, 120.64170744367475 31.297583951847614))",driveway,莫邪路,次干路
'112973835#2',4380953013,cluster_266180828_4199009573_7515169232,320508,姑苏区,南S,3,120.89,"MULTILINESTRING((120.64172571463484 31.297512494149316, 120.64184940303835 31.29705469358347, 120.64196886086323 31.29661909271335, 120.64191078833078 31.29646262403095))",driveway,莫邪路,次干路
'116730242#0',cluster_1282714386_7497044401,cluster_3510548309_7497044399,320508,姑苏区,东E,5,34.17,"MULTILINESTRING((120.63047424280452 31.31078408266497, 120.63070714314938 31.310871990583813, 120.6308027387871 31.31090974201546))",driveway,干将东路,主干路
'116730242#1',cluster_3510548309_7497044399,653812686,320508,姑苏区,东E,5,185.56,"MULTILINESTRING((120.63094636552438 31.310963351901826, 120.63115223604655 31.311035788184007, 120.63144403023762 31.311125322980292, 120.63173494295346 31.31119553973359, 120.63225453040636 31.3113253528958, 120.63241734216196 31.311363802061166, 120.63257583749488 31.311394234485448, 120.63280449728074 31.311433446862537))",driveway,干将东路,主干路
'116730242#3',653812686,7497044402,320508,姑苏区,东E,5,78.6,"MULTILINESTRING((120.63280805608179 31.311433963465124, 120.633154490708 31.311485268651765, 120.6335786559719 31.31154107273567, 120.6336210872873 31.31154564318722))",driveway,干将东路,主干路
'117947970#0',266180825,4463432766,320508,姑苏区,西W,4,108.29,"MULTILINESTRING((120.6397683792866 31.29627813262512, 120.63863750586357 31.29617589206344))",driveway,竹辉路,次干路
'117947970#1',4463432766,4463432764,320508,姑苏区,西W,4,88,"MULTILINESTRING((120.6386343630339 31.296175563675536, 120.63771539583585 31.2960923650864))",driveway,竹辉路,次干路
'117947970#2',4463432764,cluster_5114639844_566899809,320508,姑苏区,西W,4,98.43,"MULTILINESTRING((120.637617199713 31.296083523078412, 120.63658966335211 31.295990561958195))",driveway,竹辉路,次干路
'117947970#3',cluster_5114639844_566899809,1327601813,320508,姑苏区,西W,4,139.68,"MULTILINESTRING((120.63635581661123 31.295971194429978, 120.6348951640686 31.29585563335782))",driveway,竹辉路,次干路
'117947971#2',4463434118,cluster_5114639844_566899809,320508,姑苏区,南S,3,106.33,"MULTILINESTRING((120.63632350132897 31.29695405846096, 120.6364520024025 31.296001646587012))",non-driveway,相王路,巷（弄）
'117947974#0',cluster_4508902862_5872726008_cluster_266775144_5872726009,3485525912,320508,姑苏区,南S,3,138.27,"MULTILINESTRING((120.62835354531667 31.300920640869244, 120.62839387054075 31.300426411053678, 120.62844994556423 31.29967668701135))",driveway,带城桥路,次干路
'117947974#1',3485525912,1327601767,320508,姑苏区,南S,3,134.74,"MULTILINESTRING((120.62845012961554 31.29967353368379, 120.62845289139507 31.29954235501782, 120.62845955435047 31.29924709856414, 120.62845815158352 31.299013835535916, 120.62845383101211 31.298741916318527, 120.6284385229462 31.29845996314906))",driveway,带城桥路,次干路
'117947975#2',1327601813,cluster_4463432759_7502631686_7502631691_7502631692_7502631697,320508,姑苏区,西W,4,298.48,"MULTILINESTRING((120.63489285664575 31.295855500654817, 120.63176784748258 31.295651867882935))",driveway,竹辉路,次干路
'117947975#5',cluster_4463432759_7502631686_7502631691_7502631692_7502631697,4508902403,320508,姑苏区,西W,5,86.71,"MULTILINESTRING((120.63149138650599 31.29564821059483, 120.63058504595723 31.295573040911318))",driveway,竹辉路,次干路
'117947975#6',4508902403,cluster_4508902398_5398296559,320508,姑苏区,西W,5,106.71,"MULTILINESTRING((120.6305817982042 31.29557271039083, 120.62946681930804 31.29547834916592))",driveway,竹辉路,次干路
'117947975#7',cluster_4508902398_5398296559,1327601806,320508,姑苏区,西W,5,29.19,"MULTILINESTRING((120.62930592788918 31.29546500599657, 120.62900080838264 31.295439799315353))",driveway,竹辉路,次干路
'117947978',1282714375,gneJ37,320508,姑苏区,南S,1,287,"MULTILINESTRING((120.63298306197302 31.297526020164792, 120.63300672371693 31.297440863880958, 120.63300568225722 31.29739430540494, 120.63292306030317 31.297342274206457, 120.63270418545747 31.297270142884102, 120.63260558567168 31.297256419180314, 120.63169163078315 31.297220440269147, 120.63157036713253 31.297180592832238, 120.63150348629549 31.2970787944131, 120.6315150824805 31.29693857887719, 120.63163599678656 31.29649282426718, 120.6317165859544 31.296252415115056, 120.63166664160612 31.296040443585902))",non-driveway,南石皮弄,巷（弄）
'117947978.292',gneJ37,cluster_4463432759_7502631686_7502631691_7502631692_7502631697,320508,姑苏区,南S,1,38.61,"MULTILINESTRING((120.63166645296079 31.29603538933322, 120.63172873433444 31.295691281934687))",non-driveway,南石皮弄,巷（弄）
'117947983',1327601767,1327601843,320508,姑苏区,南S,3,71.49,"MULTILINESTRING((120.62843828026578 31.29845707251398, 120.62841713767803 31.29781270929945))",driveway,带城桥路,次干路
'128898259#0',1423186282,5868813703,320508,姑苏区,东E,3,176.95,"MULTILINESTRING((120.62582901666558 31.31351411913082, 120.62765388586047 31.313815916883296))",driveway,肖家巷,巷（弄）
'128898259#2',5868813703,1423186300,320508,姑苏区,东E,1,226.58,"MULTILINESTRING((120.62770577721878 31.313858003696346, 120.62887847184678 31.31408495325156, 120.63002444607717 31.31431780242466))",non-driveway,肖家巷,巷（弄）
'131443652#0',cluster_566899856_5872726006,5868813763,320508,姑苏区,南S,3,82.67,"MULTILINESTRING((120.62804510656291 31.306077000355067, 120.62808184328479 31.305332241179276))",driveway,凤凰街,次干路
'131443652#1',5868813763,5872725987,320508,姑苏区,南S,4,85.68,"MULTILINESTRING((120.62807284925266 31.30519236733328, 120.62812013907603 31.304420474833986))",driveway,凤凰街,次干路
'131443653',cluster_cluster_cluster_566899930_7780453570_cluster_7780453569_803320699_gneJ108,cluster_5872723373_gneJ107,320508,姑苏区,北N,5,92.69,"MULTILINESTRING((120.62773802356526 31.31064514695969, 120.62773033550054 31.310700382786976, 120.62763162104058 31.31143218037542, 120.62762278757933 31.311461870659848, 120.62761232155566 31.31148963673156))",driveway,无名,次干路
'131443655#0',7795966673,gneJ303,320508,姑苏区,南S,5,17.74,"MULTILINESTRING((120.6230033761337 31.324241271666907, 120.62302226743775 31.324166852655303, 120.62304260472807 31.32408506470066))",driveway,临顿路,次干路
'131443655#0.33',gneJ303,cluster_3023686562_4451401347,320508,姑苏区,南S,4,44.66,"MULTILINESTRING((120.62309297724755 31.32402051861994, 120.6231908166008 31.32362665967338))",driveway,临顿路,次干路
'131443655#2',cluster_3023686562_4451401347,cluster_1446611208_4451401298,320508,姑苏区,南S,4,149.32,"MULTILINESTRING((120.62323173910941 31.32346155500943, 120.62353683915815 31.322140755256804))",driveway,临顿路,次干路
'131443655#4',cluster_1446611208_4451401298,gneJ75,320508,姑苏区,南S,4,127.96,"MULTILINESTRING((120.62359223158022 31.321893122307436, 120.62385401258719 31.320761372774754))",driveway,临顿路,次干路
'131443655#4.138',gneJ75,430312148,320508,姑苏区,南S,5,28.36,"MULTILINESTRING((120.6238357122638 31.32068689619889, 120.62388504301832 31.32043373926494))",driveway,临顿路,次干路
'131443655#5',430312148,3023686569,320508,姑苏区,南S,3,100.29,"MULTILINESTRING((120.62398342134706 31.32027736443541, 120.62415408220453 31.319384919200182))",driveway,临顿路,次干路
'131443655#6',3023686569,4400766697,320508,姑苏区,南S,3,78.43,"MULTILINESTRING((120.62416688160937 31.31931453594823, 120.6242883555993 31.318615092173925))",driveway,临顿路,次干路
'131443655#7',4400766697,3023686573,320508,姑苏区,南S,3,130.65,"MULTILINESTRING((120.62430044318033 31.318547942624424, 120.62435333108034 31.318265989817213, 120.6244030173793 31.31800273761123, 120.62448930323674 31.317650061193344, 120.62456618673377 31.317391461171656))",driveway,临顿路,次干路
'131443655#8',3023686573,430312146,320508,姑苏区,南S,3,80.97,"MULTILINESTRING((120.62460805224055 31.317255505214664, 120.62483238410343 31.31655129025761))",driveway,临顿路,次干路
'131443655#9',430312146,4580786320,320508,姑苏区,南S,3,142.39,"MULTILINESTRING((120.62487521874628 31.31641436000091, 120.62489226612107 31.316358846718042, 120.62491319246344 31.316295287950695, 120.62503831211234 31.31592718534579, 120.62513183342725 31.3156250594649, 120.62518782219382 31.315411889722473, 120.62524773581335 31.31517209575468))",driveway,临顿路,次干路
'131443668#1',cluster_266180828_4199009573_7515169232,J2,320508,姑苏区,南S,3,217.31,"MULTILINESTRING((120.64188750977138 31.296233377626788, 120.64188841729823 31.296045162191678, 120.64191199671447 31.295811184555987, 120.64194495557572 31.295660266262292, 120.64196843979097 31.295602974310906, 120.64198319614911 31.295567168284435, 120.64201535705281 31.29551995689038, 120.64205676001053 31.29548121296674, 120.64221340573211 31.295357279124282, 120.64224189595532 31.295330924954474, 120.64226498416339 31.29529373863554, 120.64227698604273 31.2952588741004, 120.64240862178374 31.294384708728018))",driveway,莫邪路,次干路
131443668#1.229',J2,J1,320508,姑苏区,南S,4,143.26,"MULTILINESTRING((120.6424027810188 31.294311364987564, 120.64259559365296 31.29303020058915))",driveway,莫邪路,次干路
'131443668#1.383',J1,4616290759,320508,姑苏区,南S,5,87.25,"MULTILINESTRING((120.6425892166177 31.292957297958854, 120.6426973153019 31.29217604913369))",driveway,莫邪路,次干路
'131443671#0',cluster_4198992040_566899896,567016189,320508,姑苏区,东E,3,164.19,"MULTILINESTRING((120.61247081595117 31.329260856526066, 120.61416890532618 31.329512693265766))",driveway,平齐路,次干路
'131443671#1',567016189,4451401625,320508,姑苏区,东E,3,125.47,"MULTILINESTRING((120.61432917833046 31.32953605691165, 120.61562924433731 31.329722299174726))",driveway,平齐路,次干路
'131443671#2',4451401625,4447556393,320508,姑苏区,东E,3,218.8,"MULTILINESTRING((120.61563133794277 31.329722608658695, 120.6161249373732 31.329785986305673, 120.61788179235187 31.33012499925055))",driveway,平齐路,次干路
'131443671#3',4447556393,4451401657,320508,姑苏区,东E,3,121.95,"MULTILINESTRING((120.61803923990166 31.330156332899616, 120.61928548725123 31.33041089663431))",driveway,平齐路,次干路
'131443671#4',4451401657,4451401658,320508,姑苏区,东E,3,57.2,"MULTILINESTRING((120.61928747359505 31.3304112942605, 120.6198771691279 31.33051008228334))",driveway,平齐路,次干路
'131443671#5',4451401658,7786974568,320508,姑苏区,东E,3,104.98,"MULTILINESTRING((120.61988177196122 31.330510889208096, 120.62043846809635 31.33061835221061, 120.62068748341696 31.330664458780557, 120.62096024193636 31.330702346764408))",driveway,平齐路,次干路
'131445513',1446611195,3558648346,320508,姑苏区,南S,3,85.6,"MULTILINESTRING((120.63275965545155 31.31863608850782, 120.63281089726082 31.318423098035467, 120.63287881105964 31.318182004545513, 120.63293500722197 31.317880175926803))",driveway,仓街,巷（弄）
'131445514#0',cluster_cluster_1446611199_7809692840_cluster_1446611201_1446611202,4580786338,320508,姑苏区,南S,3,76.71,"MULTILINESTRING((120.63253911735833 31.319925284737465, 120.63265794215452 31.319241114931806))",driveway,仓街,巷（弄）
'131445514#1',4580786338,1446611195,320508,姑苏区,南S,3,60.09,"MULTILINESTRING((120.63266854146543 31.319178626946655, 120.63275834463911 31.31864228758376))",driveway,仓街,巷（弄）
'131445516#1',1446611175,4580784832,320508,姑苏区,西W,3,178.24,"MULTILINESTRING((120.62746571089004 31.31704185337248, 120.62718935814644 31.316993722189732, 120.62680908206649 31.31693392782744, 120.62611382380697 31.316816445556658, 120.6256329496829 31.316713027892764))",driveway,悬桥巷,巷（弄）
'131445516#2',4580784832,430312146,320508,姑苏区,西W,3,64.93,"MULTILINESTRING((120.62562856199207 31.31671204478981, 120.62529261971878 31.316631420207152, 120.62497124555463 31.316556385706477))",driveway,悬桥巷,巷（弄）
'131445517',1446611210,cluster_1446611208_4451401298,320508,姑苏区,西W,3,186.56,"MULTILINESTRING((120.62566146066484 31.32248610818688, 120.62374078386213 31.322152559366284))",driveway,狮林寺巷,巷（弄）
'131445522#0',1446611207,cluster_cluster_1446611199_7809692840_cluster_1446611201_1446611202,320508,姑苏区,南S,3,178.56,"MULTILINESTRING((120.63207570191271 31.32167890703922, 120.63220459563343 31.321314564554605, 120.63226123393058 31.321137931261426, 120.63249300648135 31.32024380425596, 120.63250646858478 31.320117332720734))",driveway,仓街,巷（弄）
'131445524#0',1446611204,5398292402,320508,姑苏区,北N,3,100.11,"MULTILINESTRING((120.62629616175587 31.320777801463883, 120.6260473161747 31.321654913932704))",non-driveway,步行道,步行道
'131445524#1',5398292402,1446611210,320508,姑苏区,北N,3,84.11,"MULTILINESTRING((120.62604639912163 31.321657963490853, 120.62582864512152 31.32239287677031))",non-driveway,步行道,步行道
'131445524#2',1446611210,3023686560,320508,姑苏区,北N,3,72.12,"MULTILINESTRING((120.62578746249721 31.32253506889487, 120.62566514996082 31.32296680894564, 120.62560895525864 31.32316707733353))",non-driveway,步行道,步行道
'131445524#3',3023686560,1446611212,320508,姑苏区,北N,3,72.73,"MULTILINESTRING((120.6255867052439 31.323249822497345, 120.62542185331019 31.323890200493004))",non-driveway,步行道,步行道
'131445524#4',1446611212,1446611215,320508,姑苏区,北N,3,118.23,"MULTILINESTRING((120.62538174207455 31.324031510328894, 120.62527738355358 31.324367347386126, 120.62507015301016 31.32506340043959))",non-driveway,步行道,步行道
'133427886#0',1468775629,1468775630,320508,姑苏区,南S,3,44.55,"MULTILINESTRING((120.61161891639624 31.3269731695325, 120.61163532575338 31.326959946286845, 120.61168567735207 31.326672000519213, 120.61171048384396 31.326592552696884))",driveway,校场桥路,巷（弄）
'133427886#1',1468775630,cluster_cluster_gneJ127_gneJ135_gneJ143_gneJ145,320508,姑苏区,东E,3,120.35,"MULTILINESTRING((120.61184025312582 31.326517223221764, 120.61195207226456 31.326528594226232, 120.61287873335849 31.326754451215763, 120.61306109144957 31.326805915972102))",driveway,校场桥路,巷（弄）
'181596125#0',810134045,4403791401,320508,姑苏区,东E,4,111.45,"MULTILINESTRING((120.62778957704573 31.32558658353089, 120.62796159277917 31.325585705121114, 120.62810384879322 31.325590048621535, 120.62816670238828 31.325593284945267, 120.62824637338696 31.325600439787532, 120.62829667109193 31.325605788940123, 120.62835899157385 31.32561352491158, 120.62851293002146 31.325638016315196, 120.62895343282509 31.325715064029662))",driveway,东北街,支路
'181596125#1',4403791401,4403791407,320508,姑苏区,东E,4,79.91,"MULTILINESTRING((120.62905075134589 31.32573075196153, 120.62987792092454 31.32585309231748))",driveway,东北街,支路
'181596125#2',4403791407,1951561791,320508,姑苏区,东E,4,82.82,"MULTILINESTRING((120.62991429774759 31.32586052867906, 120.63075989410613 31.326035875910506))",driveway,东北街,支路
