edge_id,from_node_id,to_node_id,区域ID,区域名,方向,车道数,长度,轨迹,judgment,道路名称,道路等级
'--296360974#1.21',cluster_cluster_gneJ289_gneJ292_gneJ339_gneJ341_gneJ342_gneJ343_gneJ344_gneJ345_gneJ340,4508903756,320508,姑苏区,东E,3,67.05,"MULTILINESTRING((120.61804862909631 31.31023785680373, 120.61874027632301 31.310350353553304))",driveway,富仁坊巷,巷（弄）
'--296360974#2',4508903756,cluster_4095734717_gneJ194,320508,姑苏区,东E,3,91.92,"MULTILINESTRING((120.61874435544246 31.310351060580675, 120.61968860981146 31.310523526532112))",driveway,富仁坊巷,巷（弄）
'--805819275#2',cluster_cluster_gneJ15_gneJ16_gneJ17_gneJ18_cluster_gneJ21_gneJ22_gneJ23_gneJ24_gneJ25,cluster_gneJ11_gneJ12_gneJ13,320508,姑苏区,南S,2,87.66,"MULTILINESTRING((120.61670992715896 31.308021885475473, 120.61685359133479 31.3072644167939, 120.616861940088 31.307241572906705))",non-driveway,三山街,巷（弄）
'--gneE14.233',cluster_gneJ115_gneJ27,cluster_cluster_430312151_4451401336_gneJ158,320508,姑苏区,南S,4,53.86,"MULTILINESTRING((120.6150491889963 31.323702237939063, 120.61519114440038 31.323355925354747, 120.61524012078033 31.323255279945133))",driveway,人民路,主干路
'-112973829#0',430312134,430312133,320508,姑苏区,北N,3,118.32,"MULTILINESTRING((120.61026619473341 31.31732338474753, 120.61012521698468 31.318333338807104, 120.61011891910671 31.31838300719686))",driveway,中街路,次干路
'-112973829#2',cluster_4463418355_7500042921,430312134,320508,姑苏区,北N,3,109.02,"MULTILINESTRING((120.6104392345465 31.316316642888633, 120.6102715778858 31.31728912204588))",driveway,中街路,次干路
'-112973829#4',cluster_3023685093_4463418342,cluster_4463418355_7500042921,320508,姑苏区,北N,3,60.52,"MULTILINESTRING((120.61056369465372 31.315631701207764, 120.61046560772921 31.316170933577407))",driveway,中街路,次干路
'-112973829#6',4508903910,cluster_3023685093_4463418342,320508,姑苏区,北N,3,96.56,"MULTILINESTRING((120.61076283166344 31.314731058669068, 120.61068896787488 31.31510163324816, 120.61062976778959 31.315361635418675, 120.61057270645885 31.31558686344713))",driveway,中街路,次干路
'-112973829#7',3023685095,4508903910,320508,姑苏区,北N,3,90.58,"MULTILINESTRING((120.61095755833826 31.31392999513361, 120.61076318766435 31.314729441849796))",driveway,中街路,次干路
'-112973829#8',567016187,3023685095,320508,姑苏区,北N,3,146.94,"MULTILINESTRING((120.61128361968072 31.31254558161902, 120.6109780033109 31.31384424282563))",driveway,中街路,次干路
'-112973835#0',4380963560,653812660,320508,姑苏区,北N,3,170.6,"MULTILINESTRING((120.64147991803584 31.298967295299597, 120.64116529665408 31.30048171076601))",driveway,莫邪路,次干路
'-112973835#1',4380953013,4380963560,320508,姑苏区,北N,3,154.41,"MULTILINESTRING((120.64181420710594 31.29760313993162, 120.64167759908507 31.298162079584454, 120.6414802711932 31.298965768513526))",driveway,莫邪路,次干路
'-112973835#2',cluster_266180828_4199009573_7515169232,4380953013,320508,姑苏区,北N,4,125.65,"MULTILINESTRING((120.64204655434027 31.296426425169923, 120.64211563048715 31.296617639698844, 120.64198945412214 31.29708684937448, 120.64186493149828 31.297540215329303))",driveway,莫邪路,次干路
'-117947971#2',cluster_5114639844_566899809,4463434118,320508,姑苏区,北N,3,106.33,"MULTILINESTRING((120.6365604440877 31.296012391765426, 120.63643194407673 31.296964803800364))",driveway,相王路,巷（弄）
'-128898259#0',5868813703,1423186282,320508,姑苏区,西W,3,177.01,"MULTILINESTRING((120.6276340213034 31.313908447465966, 120.62724528567848 31.31384714549498, 120.62580831717908 31.313606363357295))",driveway,肖家巷,巷（弄）
'-131443653',cluster_5872723373_gneJ107,cluster_cluster_cluster_566899930_7780453570_cluster_7780453569_803320699_gneJ108,320508,姑苏区,南S,2,92.4,"MULTILINESTRING((120.62747907529163 31.311445234248698, 120.6274800542227 31.311443899464706, 120.62748891459854 31.31142151524582, 120.62749231361101 31.3114032690928, 120.62759426952677 31.310630223592305))",non-driveway,无名,次干路
'-131443655#0',cluster_3023686562_4451401347,7795966673,320508,姑苏区,北N,4,70.46,"MULTILINESTRING((120.62336337786218 31.323658266479246, 120.62322766179713 31.324204749995772, 120.62320854701481 31.32427970605316))",driveway,临顿路,次干路
'-131443655#2',cluster_1446611208_4451401298,cluster_3023686562_4451401347,320508,姑苏区,北N,4,149.32,"MULTILINESTRING((120.62370987231206 31.322170205655706, 120.62340487954583 31.323491007876196))",driveway,临顿路,次干路
'-131443655#4',430312148,cluster_1446611208_4451401298,320508,姑苏区,北N,4,164.3,"MULTILINESTRING((120.6240886505759 31.320467182509173, 120.62376473924178 31.321922562887128))",driveway,临顿路,次干路
'-131443655#5',3023686569,gneJ76,320508,姑苏区,北N,4,61.88,"MULTILINESTRING((120.62429499156482 31.319404844894727, 120.62418975852164 31.319955411938285))",driveway,临顿路,次干路
'-131443655#5.69',gneJ76,430312148,320508,姑苏区,北N,5,30.41,"MULTILINESTRING((120.62420928518841 31.320031264058287, 120.62415752097911 31.32030187332848))",driveway,临顿路,次干路
'-131443655#6',4400766697,3023686569,320508,姑苏区,北N,3,78.43,"MULTILINESTRING((120.62439642894556 31.318628908099086, 120.62427495572376 31.319328352013613))",driveway,临顿路,次干路
'-131443655#7',3023686573,4400766697,320508,姑苏区,北N,3,130.02,"MULTILINESTRING((120.62467202586048 31.317414705615562, 120.62459571748103 31.317671332132768, 120.6245103762213 31.3180198772924, 120.62446116458858 31.318280973730438, 120.62440838426988 31.31856283839128))",driveway,临顿路,次干路
'-131443655#8',430312146,3023686573,320508,姑苏区,北N,3,80.97,"MULTILINESTRING((120.62493776613366 31.3165759690672, 120.62471343270828 31.317280274392576))",driveway,临顿路,次干路
'-131443671#0',567016189,cluster_4198992040_566899896,320508,姑苏区,西W,4,165.06,"MULTILINESTRING((120.61414556246639 31.32963410781585, 120.61243222764543 31.329390915938))",driveway,平齐路,次干路
'-131443671#1',4451401625,567016189,320508,姑苏区,西W,3,125.47,"MULTILINESTRING((120.61561125411264 31.329814862057997, 120.61431118916735 31.329628529403475))",driveway,平齐路,次干路
'-131443671#2',4447556393,4451401625,320508,姑苏区,西W,3,218.29,"MULTILINESTRING((120.61785773791848 31.330216457807712, 120.61610475125393 31.32987814770436, 120.61561512853694 31.32981538502194))",driveway,平齐路,次干路
'-131443671#3',4451401657,4447556393,320508,姑苏区,西W,3,121.95,"MULTILINESTRING((120.61926017833821 31.330502151830196, 120.61801393215806 31.330247497646322))",driveway,平齐路,次干路
'-131443671#4',4451401658,4451401657,320508,姑苏区,西W,3,57.2,"MULTILINESTRING((120.61985625353753 31.330602140651155, 120.61926655746501 31.33050335250564))",driveway,平齐路,次干路
'-131443671#5',7786974568,4451401658,320508,姑苏区,西W,3,105.41,"MULTILINESTRING((120.62094278174695 31.33079492037351, 120.62066730145386 31.330756621100274, 120.6204149387921 31.33070991124836, 120.61985782206763 31.330602440325702))",driveway,平齐路,次干路
'-131445513',3558648346,1446611195,320508,姑苏区,北N,3,85.93,"MULTILINESTRING((120.633042846657 31.31789497236941, 120.63298592600229 31.31820057575184, 120.6329154719059 31.31844243417643, 120.63286654956987 31.3186551067154))",driveway,仓街,巷（弄）
'-131445514#0',4580786338,cluster_cluster_1446611199_7809692840_cluster_1446611201_1446611202,320508,姑苏区,北N,3,76.71,"MULTILINESTRING((120.63276601565639 31.319255014049443, 120.63264719161148 31.319939183992116))",driveway,仓街,巷（弄）
'-131445514#1',1446611195,4580786338,320508,姑苏区,北N,3,60.09,"MULTILINESTRING((120.6328664310211 31.31865564568139, 120.6327767334488 31.31919198708618))",driveway,仓街,巷（弄）
'-131445516#1',4580784832,1446611175,320508,姑苏区,东E,3,177.93,"MULTILINESTRING((120.62565950122892 31.316622064530584, 120.62613755330015 31.316724888726508, 120.62682946425123 31.31684176779507, 120.62721016001333 31.316901569846276, 120.62748745079283 31.316949988895075))",driveway,悬桥巷,巷（弄）
'-131445516#2',430312146,4580784832,320508,姑苏区,东E,3,64.98,"MULTILINESTRING((120.6249998865023 31.316465912127445, 120.62532157315027 31.31654104252253, 120.62565793290466 31.316621764937118))",driveway,悬桥巷,巷（弄）
'-131445517',cluster_1446611208_4451401298,1446611210,320508,姑苏区,东E,3,186.56,"MULTILINESTRING((120.62376242384308 31.322060693883113, 120.62568310116264 31.32239415214412))",non-driveway,狮林寺巷,巷（弄）
'-131445522#0',cluster_cluster_1446611199_7809692840_cluster_1446611201_1446611202,1446611207,320508,姑苏区,北N,3,179.99,"MULTILINESTRING((120.63261520125842 31.320125922822065, 120.63260106754542 31.32025824446957, 120.63236719807018 31.321160630681288, 120.63230963407256 31.321340674245015, 120.63218018629345 31.32170617911873))",driveway,仓街,巷（弄）
'-131445524#0',5398292402,1446611204,320508,姑苏区,南S,3,100.11,"MULTILINESTRING((120.62594113201926 31.321632656204358, 120.62618997849933 31.320755543985275))",non-driveway,步行道,步行道
'-131445524#1',1446611210,5398292402,320508,姑苏区,南S,3,84.11,"MULTILINESTRING((120.62572279562619 31.322369813303723, 120.6259405526352 31.32163481009018))",non-driveway,步行道,步行道
'-131445524#2',3023686560,1446611210,320508,姑苏区,南S,3,72.14,"MULTILINESTRING((120.6255027627647 31.323145089616872, 120.62555895993628 31.322944731135532, 120.62568127517909 31.322512901057607))",non-driveway,步行道,步行道
'-131445524#3',1446611212,3023686560,320508,姑苏区,南S,3,72.73,"MULTILINESTRING((120.6253151947256 31.323870007809784, 120.6254800473283 31.323229629983878))",non-driveway,步行道,步行道
'-131445524#4',1446611215,1446611212,320508,姑苏区,南S,3,118.28,"MULTILINESTRING((120.62496452441594 31.32503979920331, 120.62527675593607 31.324007470311685))",non-driveway,步行道,步行道
'-133427886#0',1468775630,1468775629,320508,姑苏区,北N,3,48.61,"MULTILINESTRING((120.61181598913343 31.326616793856143, 120.6117927827689 31.326691130575643, 120.61173775761331 31.32700604681999, 120.61169367744456 31.327041573421138))",driveway,校场桥路,巷（弄）
'-133427886#1',cluster_cluster_gneJ127_gneJ135_gneJ143_gneJ145,1468775630,320508,姑苏区,西W,3,118.91,"MULTILINESTRING((120.61302628262591 31.32689455791223, 120.61284833969499 31.3268429948663, 120.61193534405986 31.326620999642692, 120.61182739908084 31.326610151689337))",driveway,校场桥路,巷（弄）
-181596127#0',7497044397,5245311476,320508,姑苏区,北N,1,176.87,"MULTILINESTRING((120.63068316354354 31.31130095276733, 120.63065131528822 31.311339418005254, 120.63057494080623 31.311566013747964, 120.63053331390003 31.31181453631181, 120.63052894114234 31.311901040039363, 120.63054836012299 31.312119753749176, 120.63046030217899 31.31250658547649, 120.6303875333549 31.312861771389127))",non-driveway,平江路,步行道
'-181596127#0.106',J7,1446611181,320508,姑苏区,北N,1,78.07,"MULTILINESTRING((120.62949890414826 31.316533585328145, 120.62933401678235 31.317223124135126))",non-driveway,平江路,步行道
'-181596127#0.136',4580786346,3023686576,320508,姑苏区,北N,1,30.27,"MULTILINESTRING((120.62998922677336 31.314603962884878, 120.62995276594545 31.314625206205765, 120.62989082549083 31.31485414229574))",non-driveway,平江路,步行道
'-181596127#0.149',1446611181,1920083035,320508,姑苏区,北N,1,145.92,"MULTILINESTRING((120.6293192288071 31.31728499326395, 120.62901270973306 31.318574217244926))",non-driveway,平江路,步行道
'-181596127#0.151',1920083035,4394653462,320508,姑苏区,北N,1,80.42,"MULTILINESTRING((120.62899688021825 31.318635706299997, 120.62879934160573 31.31934078506228))",non-driveway,平江路,步行道
'-181596127#0.189',3023686576,J7,320508,姑苏区,北N,1,163.85,"MULTILINESTRING((120.62985696955649 31.314989436496035, 120.62952135333194 31.316438486621117))",non-driveway,平江路,步行道
'-181596127#0.230',4394653462,3762442399,320508,姑苏区,北N,1,175.98,"MULTILINESTRING((120.62877255456439 31.31944960278011, 120.62843987369345 31.321010540505927))",non-driveway,平江路,步行道
'-181596127#0.72',3762442399,4403791434,320508,姑苏区,北N,1,173.36,"MULTILINESTRING((120.6284077529041 31.321147669988836, 120.62808600759111 31.32240612401643, 120.6280303648169 31.32267675357398))",non-driveway,平江路,步行道
'-181596127#0.78',5245311476,4580786346,320508,姑苏区,北N,1,169.18,"MULTILINESTRING((120.63035994087323 31.312998714717992, 120.6300620459741 31.314502669068215))",non-driveway,平江路,步行道
'-181596127#0.83',4403791434,J6,320508,姑苏区,北N,1,69.35,"MULTILINESTRING((120.62800945439854 31.32281508223511, 120.62794791133594 31.32343816293077))",non-driveway,平江路,步行道
'-184653925#0',566899920,1951561791,320508,姑苏区,南S,3,339.5,"MULTILINESTRING((120.630609085311 31.329064262628474, 120.63030891331675 31.32709776536519, 120.63036033828644 31.326869537365976, 120.63047601598458 31.326475550627833, 120.63054719228909 31.326410844564954, 120.63062583255915 31.326366930258054, 120.63069985309536 31.32631869156825, 120.63073278305004 31.326266627536395, 120.6307608149059 31.326133300260125))",driveway,普福寺路,巷（弄）
'-184653925#1',5139744478,566899920,320508,姑苏区,南S,3,264.8,"MULTILINESTRING((120.6306051693641 31.331609947815483, 120.63065953190366 31.329290132976244, 120.63064333543254 31.329227871999365))",driveway,无名,巷（弄）
'-24535157#0',4462368492,266783835,320508,姑苏区,西W,3,131.94,"MULTILINESTRING((120.61512184541897 31.299514720091203, 120.6143912028206 31.29945243997141, 120.61374483561367 31.299380448407263))",driveway,书院巷,次干路
'-24535157#1',4508902681,4462368492,320508,姑苏区,西W,3,63.59,"MULTILINESTRING((120.61582770302998 31.29957689650444, 120.61516345515403 31.299518289090184))",driveway,书院巷,次干路
'-24535157#2',3502499427,4508902681,320508,姑苏区,西W,3,54.79,"MULTILINESTRING((120.61640189721119 31.29963283622698, 120.61583021819801 31.29957712360313))",driveway,书院巷,次干路
'-24535157#3',4558694326,3502499427,320508,姑苏区,西W,3,116.87,"MULTILINESTRING((120.61772027272042 31.299760038760585, 120.61650060068396 31.299642425500398))",driveway,书院巷,次干路
'-24535157#4',5236702026,4558694326,320508,姑苏区,西W,3,67.15,"MULTILINESTRING((120.6184108507606 31.299886945857352, 120.61772121534564 31.29976014644631))",driveway,书院巷,次干路
'-24535157#5',cluster_4198991662_566899946,5236702026,320508,姑苏区,西W,3,71.32,"MULTILINESTRING((120.61922085826606 31.300047270814716, 120.61887155239296 31.29998685698333, 120.61848902144746 31.299902736671513))",driveway,书院巷,次干路
'-276937021#0',4580786868,3558648346,320508,姑苏区,北N,3,89.18,"MULTILINESTRING((120.63320978661775 31.31703842999683, 120.633184788955 31.317172535659374, 120.63307498402202 31.317702283357704, 120.63306617139791 31.31776056532616, 120.63305421666897 31.317831055469895))",driveway,仓街,巷（弄）
'-276937021#1',4580786326,4580786868,320508,姑苏区,北N,3,69.71,"MULTILINESTRING((120.63340390293291 31.316376211396374, 120.63322131472361 31.316984978275855))",driveway,仓街,巷（弄）
'-276937021#2',4580786345,4580786326,320508,姑苏区,北N,3,129.78,"MULTILINESTRING((120.63370435034298 31.315230358264547, 120.63340505677331 31.31637208383499))",driveway,仓街,巷（弄）
'-276937021#3',4713823542,4580786345,320508,姑苏区,北N,3,80,"MULTILINESTRING((120.63390143053368 31.31444093196101, 120.63372578024759 31.315146423700032))",driveway,仓街,巷（弄）
'-276937021#4',cluster_2814988873_653812688,4713823542,320508,姑苏区,北N,3,264.82,"MULTILINESTRING((120.6343540755443 31.312081459696188, 120.63429482213012 31.312497506644117, 120.63412493839986 31.313430570437138, 120.63394009536086 31.3142853417126, 120.63390212596451 31.31443832920855))",driveway,仓街,巷（弄）
'-294908211#0',4483338914,4594046996,320508,姑苏区,南S,3,124.85,"MULTILINESTRING((120.6364873062045 31.31934850252389, 120.6367521882315 31.318245910372113))",driveway,莫邪路,次干路
'-294908211#1',4926193118,4483338914,320508,姑苏区,南S,3,411.27,"MULTILINESTRING((120.63750793243031 31.322629911549438, 120.6375454379658 31.32248701605624, 120.63762867433313 31.321686919902593, 120.63764041610912 31.3215155002299, 120.63763503373066 31.321423946198237, 120.63761907050755 31.321293324507284, 120.63759300073306 31.32118876268992, 120.63752906867431 31.32103534112253, 120.63745319039931 31.320935363965255, 120.63733520932983 31.320842728853417, 120.63717910791036 31.320753630739564, 120.63686385609898 31.320575558199753, 120.63669317482845 31.32045191796456, 120.63662918983952 31.32040158474006, 120.63657633487436 31.320347307640255, 120.6365222679164 31.320265860335986, 120.6364940900184 31.320195261969435, 120.63646702607353 31.32007589011959, 120.63644922118822 31.319934952481994, 120.63644248933254 31.319762922093734, 120.6364482729631 31.31962819123514, 120.63646305689883 31.31949064980632, 120.6364861051384 31.31935452328172))",driveway,莫邪路,次干路
'-294908211#2',4928127944,4926193118,320508,姑苏区,南S,3,279.16,"MULTILINESTRING((120.63674576692227 31.32519979253453, 120.63697675588709 31.324138245712962, 120.63710434468503 31.32372462894705, 120.63736785781173 31.323106072762233, 120.63745091526391 31.32285569519728, 120.63747299302844 31.322766811394306))",driveway,莫邪路,次干路
'-296360709#0',4508903741,cluster_gneJ19_gneJ29,320508,姑苏区,南S,3,92.93,"MULTILINESTRING((120.61596057573065 31.309216357367102, 120.61614522567041 31.308429346731153, 120.61615207594994 31.30839511090928))",driveway,庆元坊,支路
'-296360709#1',5833977837,4508903741,320508,姑苏区,南S,3,90.36,"MULTILINESTRING((120.6157655174533 31.31001607161714, 120.61595999394596 31.309218601353567))",driveway,庆元坊,支路
'-296360974#1',4508903756,cluster_cluster_gneJ289_gneJ292_gneJ339_gneJ341_gneJ342_gneJ343_gneJ344_gneJ345_gneJ340,320508,姑苏区,西W,3,67.13,"MULTILINESTRING((120.61871999317054 31.310442514007555, 120.61802708984818 31.310329813432773))",driveway,富仁坊巷,巷（弄）
'-296360974#2',cluster_4095734717_gneJ194,4508903756,320508,姑苏区,西W,3,91.92,"MULTILINESTRING((120.6196659215873 31.31061528178833, 120.618721563635 31.310442723530173))",driveway,富仁坊巷,巷（弄）
'-298460193',1282714303,3023681934,320508,姑苏区,北N,3,198.41,"MULTILINESTRING((120.61167875518184 31.322258354065728, 120.61141765926142 31.32341110109075, 120.61134726584844 31.3235608612961, 120.61123867068885 31.323875321320887, 120.61121118714415 31.323998371897474))",driveway,西大营门,巷（弄）
-298460270#0',4508903890,3023685095,320508,姑苏区,西W,1,73.9,"MULTILINESTRING((120.61175080268819 31.314038559019206, 120.61099055968099 31.313904453941916))",non-driveway,东百花巷,步行道
'-298460270#1',4508903892,4508903890,320508,姑苏区,西W,1,71.5,"MULTILINESTRING((120.61259083470733 31.314141494674956, 120.61184698922298 31.314052705253456))",non-driveway,东百花巷,巷（弄）
'-298460270#2',4400766769,4508903892,320508,姑苏区,西W,1,65.63,"MULTILINESTRING((120.61336955378965 31.314247162870497, 120.61268874253008 31.31415404885763))",non-driveway,东百花巷,巷（弄）
'-298460349',3023686559,3023686567,320508,姑苏区,西W,3,135.36,"MULTILINESTRING((120.63313136786945 31.323550929594955, 120.63309046222234 31.323535563912014, 120.63303382348346 31.32352333528731, 120.63289029820665 31.323502649170894, 120.63266855886324 31.32347961795703, 120.63217110537828 31.323377901971618, 120.63200377351536 31.32333873714009, 120.63175218204017 31.323278535460307))",driveway,北张家巷,巷（弄）
'-298460350#0',4778201455,3023686561,320508,姑苏区,西W,1,41.36,"MULTILINESTRING((120.6274153991776 31.32362430445793, 120.62723300325872 31.323590987943135, 120.62699300909631 31.323537665651795))",non-driveway,步行道,步行道
'-298460350#1',4403791436,4778201455,320508,姑苏区,西W,1,16.81,"MULTILINESTRING((120.62768632333324 31.32365925753113, 120.62758127096917 31.323646221586433, 120.62751138848544 31.323638435646803))",non-driveway,步行道,步行道
'-298460351#1',566899881,4778201454,320508,姑苏区,西W,3,38.97,"MULTILINESTRING((120.62779509786316 31.32437405536019, 120.62738920343747 31.324329120811203))",driveway,潘儒巷,巷（弄）
'-298460355#1',4580786282,3023686573,320508,姑苏区,西W,3,65.55,"MULTILINESTRING((120.625376094175 31.317537048795508, 120.62470667517852 31.317398751668613))",driveway,菉葭巷,巷（弄）
'-298460355#2',4580786286,4580786282,320508,姑苏区,西W,3,190.53,"MULTILINESTRING((120.62735245741986 31.31782506107056, 120.62626532470841 31.317632328532454, 120.62576328392691 31.317597696907196, 120.62538247253616 31.317538249128894))",driveway,菉葭巷,巷（弄）
'-298460355#5',3023686574,4580786286,320508,姑苏区,西W,3,152.1,"MULTILINESTRING((120.6290759093224 31.318131820567274, 120.62780957977127 31.317908191191002, 120.62751153166387 31.317853706891064))",driveway,菉葭巷,巷（弄）
'-298460357#0',4580786292,559944468,320508,姑苏区,西W,3,183.33,"MULTILINESTRING((120.62754609429356 31.31463295803665, 120.62565231398696 31.314334573327134))",driveway,大儒巷,巷（弄）
'-298460357#1',3023686576,4580786292,320508,姑苏区,西W,3,212.68,"MULTILINESTRING((120.62981526997595 31.314959804870558, 120.62761223167055 31.3146431998992))",driveway,大儒巷,巷（弄）
'-315087229',4462314046,3211777102,320508,姑苏区,东E,3,50.96,"MULTILINESTRING((120.60210191095358 31.312654487074468, 120.602636334586 31.312628485217065))",driveway,金门路,支路
'-315087299#1',4462314056,cluster_3222745021_7535568666,320508,姑苏区,南S,3,107.82,"MULTILINESTRING((120.6025560834911 31.314269549642184, 120.60262403101962 31.313826897548886, 120.60267984099903 31.31358126697537, 120.6028369481289 31.31333455224396))",driveway,专诸巷,巷（弄）
'-315087299#2',4462309180,4462314056,320508,姑苏区,南S,3,167.03,"MULTILINESTRING((120.6021951226603 31.315802821349546, 120.60224342725392 31.31556327405903, 120.6022945255783 31.315487025094562, 120.602380846008 31.315409630358914, 120.6025434947757 31.31435174928239))",driveway,专诸巷,巷（弄）
'-315087299#3',4400766758,4462309180,320508,姑苏区,南S,3,166.9,"MULTILINESTRING((120.60190643565237 31.317290181829964, 120.60219452450431 31.315805696292674))",driveway,专诸巷,巷（弄）
'-315108401',3212055263,3212055265,320508,姑苏区,北N,3,267.04,"MULTILINESTRING((120.61870284268716 31.291679030640342, 120.6183250001977 31.294065086058005))",driveway,兴业路,巷（弄）
-315108528#0',4508902594,cluster_3528706738_gneJ250_gneJ252_gneJ282,320508,姑苏区,西W,1,97.51,"MULTILINESTRING((120.62113607689585 31.29734076044653, 120.62011669033606 31.2972581904156))",non-driveway,步行道,步行道
'-315108528#1',4508902596,4508902594,320508,姑苏区,西W,1,125.12,"MULTILINESTRING((120.62245382723295 31.297349750296306, 120.62198627667279 31.297351371882243, 120.6211400640921 31.297340924525923))",non-driveway,步行道,步行道
'-315108528#2',3212055582,4508902596,320508,姑苏区,西W,1,108.82,"MULTILINESTRING((120.62381807322338 31.29733505500108, 120.62287164067286 31.29729597689521, 120.62267961677519 31.29732606257081))",non-driveway,沧浪亭巷,巷（弄）
'-315108612#0',4834114634,cluster_3212040828_566899874_7828731847_7828731848,320508,姑苏区,西W,3,221.53,"MULTILINESTRING((120.63520180927459 31.303428968423997, 120.63506814253182 31.30349415003173, 120.63481099244689 31.303637327387616, 120.63452412636293 31.30380944947245, 120.63404885782046 31.304156228134307, 120.63337611008932 31.304658192590825))",driveway,盛家带,巷（弄）
'-315108612#1',5161065365,4834114634,320508,姑苏区,西W,3,24.4,"MULTILINESTRING((120.63545716483051 31.303294505847685, 120.63523915090633 31.30341008463397))",driveway,盛家带,巷（弄）
'-315108612#2',3212040827,5161065365,320508,姑苏区,西W,3,170.74,"MULTILINESTRING((120.63703744255825 31.30256562981681, 120.63582003305969 31.303128381245386, 120.6354576965559 31.303294245065647))",driveway,盛家带,巷（弄）
'-316161238#1',3211777102,3222743593,320508,姑苏区,南S,3,147.23,"MULTILINESTRING((120.60269558551421 31.31260767556126, 120.60277325386566 31.312423873467324, 120.6029148066123 31.31208198673341, 120.60305922361239 31.311568970173287, 120.60312271380477 31.311335207570508))",driveway,景德路,巷（弄）
'-316161238#2',cluster_3222745021_7535568666,3211777102,320508,姑苏区,南S,3,68.58,"MULTILINESTRING((120.60286263161704 31.313270364834434, 120.60271148169439 31.313240574215307, 120.60265055124219 31.313120383510032, 120.60266869985723 31.31274417390401))",driveway,无名,巷（弄）
'-343405425#0',4462368554,3502499427,320508,姑苏区,南S,1,221.58,"MULTILINESTRING((120.6160531529859 31.301626905157548, 120.61609035038623 31.301280267251016, 120.61610471788184 31.301172754839556, 120.61611999323968 31.301079239018975, 120.61613385080197 31.30100030794169, 120.6161328854595 31.300930210955965, 120.61616032729431 31.30072481261491, 120.61621402945109 31.30041095018192, 120.6164289442908 31.29965994505691))",non-driveway,金狮河沿,巷（弄）
'-344308347#0',4594046673,653812708,320508,姑苏区,南S,3,55.24,"MULTILINESTRING((120.63926016078653 31.313619477786265, 120.63928278110407 31.313597075215263, 120.63930030115115 31.313572774973288, 120.63931954323951 31.313538404857233, 120.63933296126946 31.313501672796782, 120.6394522169048 31.313159872596955))",driveway,无名,巷（弄）
'-344308347#1',7745844496,4594046673,320508,姑苏区,东E,3,116.42,"MULTILINESTRING((120.63810939376721 31.313582069400773, 120.63839520622876 31.31363828790962, 120.63872147460907 31.313698316704123, 120.63888663521017 31.313722911437953, 120.63893497742625 31.313726416415488, 120.63899083353212 31.313727714608913, 120.63902479751982 31.313726445411664, 120.63906597387457 31.31372242273358, 120.63909246072512 31.313717678844863, 120.63913129919544 31.313706307553456, 120.63916813279113 31.313686872246155, 120.6392009071634 31.313665919177414, 120.63925930049557 31.313620273692518))",driveway,无名,巷（弄）
'-36784500#0',4464432129,4464432159,320508,姑苏区,北N,3,57.11,"MULTILINESTRING((120.60989994699828 31.295837347992045, 120.60983188705187 31.296340613199785, 120.60982826123477 31.296351098119526))",driveway,西大街,支路
'-36784500#1',4464432094,4464432129,320508,姑苏区,北N,3,117.75,"MULTILINESTRING((120.6100572648554 31.294748235552678, 120.60990493818382 31.295801905386263))",driveway,吉庆街,支路
'-36784500#3',4464431674,4464432094,320508,姑苏区,北N,3,84.65,"MULTILINESTRING((120.61019586291945 31.293992754193642, 120.61005751351152 31.294746706922496))",driveway,西大街,支路
'-36784500#4',cluster_4199012336_427662663,4464431674,320508,姑苏区,北N,3,113.78,"MULTILINESTRING((120.61041597501888 31.292982915810402, 120.61019621200022 31.29399140781582))",driveway,西大街,支路
'-36784700#1',7819766624,4462368566,320508,姑苏区,北N,3,132.29,"MULTILINESTRING((120.60906493551165 31.30071893503254, 120.60888997879022 31.30190232715186))",driveway,吉庆街,支路
'-36999942#0',1446611207,566899954,320508,姑苏区,东E,3,124.48,"MULTILINESTRING((120.63219926747968 31.321732957504672, 120.6327182839605 31.321812342538824, 120.63317163367766 31.32188347927575, 120.63320271678101 31.3218882916428, 120.63323960846921 31.32189609728897, 120.6332679556721 31.321905278590393, 120.63328710451626 31.321912576576292, 120.63330943659793 31.321922819419918, 120.63335866847349 31.321949702790846, 120.63340222510395 31.321976661855604, 120.63342561432883 31.32199504146775, 120.63344315661293 31.32201196035697, 120.63345281032863 31.322025035876216))",driveway,白塔东路,次干路
'-36999942#1',4713823529,1446611207,320508,姑苏区,东E,3,133.05,"MULTILINESTRING((120.63066523572283 31.32146112237205, 120.6320334302315 31.32170554534512))",driveway,白塔东路,次干路
'-36999942#2',3762442399,4713823529,320508,姑苏区,东E,3,214.62,"MULTILINESTRING((120.62846302201986 31.321038476885963, 120.6306630394781 31.32146072105053))",driveway,白塔东路,次干路
'-372693166#1',4594047034,4594046996,320508,姑苏区,北N,3,103.55,"MULTILINESTRING((120.63702844988005 31.317339334301053, 120.63692036349362 31.318015589845658, 120.63685977607588 31.318262412651777))",driveway,莫邪路,次干路
