line_id,line_name,station_id,station_name,station_sequence,gd_longitude,gd_latitude,longitude,latitude
320500010938,101路(吴中汽车站南--城北西路首末站),320500010938_BV10129588,平门,25,120.617049,31.325434,120.61287208705428,31.327604042072096
320500010938,101路(吴中汽车站南--城北西路首末站),320500010938_BV10130054,平川路人民路西,26,120.612635,31.334796,120.60845997992519,31.336965839808933
320500010938,101路(吴中汽车站南--城北西路首末站),320500010938_BV10130727,平川路广济北路东,27,120.607239,31.334311,120.6030660070362,31.336483827123367
320500010938,101路(吴中汽车站南--城北西路首末站),320500010938_BV10130308,苏州平江医院,28,120.599644,31.333694,120.59547138801352,31.33586895616638
320500010938,101路(吴中汽车站南--城北西路首末站),320500010938_BV10130295,平川路江星路东,29,120.597153,31.332474,120.59297994624715,31.33464947553946
320500010938,101路(吴中汽车站南--城北西路首末站),320500010938_BV10129720,大观名园,30,120.595712,31.332947,120.59153844523145,31.335122231973045
320500010938,101路(吴中汽车站南--城北西路首末站),320500010938_BV10129718,江星桥,31,120.595621,31.336997,120.59144708210812,31.3391707920337
320500010938,101路(吴中汽车站南--城北西路首末站),320500010938_BV10614121,草桥中学,32,120.595482,31.341302,120.59130767993331,31.343474277559384
320500010938,101路(吴中汽车站南--城北西路首末站),320500010938_BV10129716,汇翠花园,33,120.595104,31.34477,120.59092925290454,31.346941044415825
320500010938,101路(吴中汽车站南--城北西路首末站),320500010938_BV10129715,美地花园,34,120.59259,31.345577,120.58841403432287,31.347747349213225
320500010938,101路(吴中汽车站南--城北西路首末站),320500010938_BV10129714,旺巷桥,35,120.587265,31.345839,120.5830854503847,31.348007437404256
320500010938,101路(吴中汽车站南--城北西路首末站),320500010938_BV10129713,联城桥东,36,120.583923,31.346056,120.57974041447548,31.348222567458212
320500010938,101路(吴中汽车站南--城北西路首末站),320500010938_BV10129712,圩南港桥,37,120.575493,31.347982,120.57129996432042,31.350141149221887
320500010938,101路(吴中汽车站南--城北西路首末站),320500010938_BV11421787,圩北港桥,38,120.571606,31.349158,120.56740684143703,31.35131256581764
320500010938,101路(吴中汽车站南--城北西路首末站),320500010938_BV10129708,新东方汽配城南,39,120.561758,31.348863,120.55754008212861,31.351004134610232
320500010938,101路(吴中汽车站南--城北西路首末站),320500010938_BV11641470,新东方汽配城,40,120.559475,31.349727,120.55525196042447,31.351864127498448
320500010938,101路(吴中汽车站南--城北西路首末站),320500010938_BV10129707,城北十一号桥,41,120.556758,31.352187,120.55252841897324,31.354318607939778
320500010938,101路(吴中汽车站南--城北西路首末站),320500010938_BV10964392,金成家园,42,120.550226,31.358255,120.5459792733723,31.360372151698694
320500010938,101路(吴中汽车站南--城北西路首末站),320500010938_BV10129705,富强新苑,43,120.547565,31.360712,120.54331074610616,31.36282283016055
320500010938,101路(吴中汽车站南--城北西路首末站),320500010938_BV10130349,城北西路首末站,44,120.543776,31.362973,120.53951061804906,31.365074815373678
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10129824,解放西路换乘枢纽站,1,120.594353,31.276458,120.59018350913206,31.278654932208468
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10129828,唐寅园,2,120.595256,31.277092,120.59108682524396,31.279288780307375
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10129830,桐泾公园西,3,120.598299,31.278134,120.59413066131341,31.28033045977768
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10129569,友新新村,4,120.601418,31.279205,120.59725001354528,31.281400710538186
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10130464,解放新村,5,120.609184,31.281801,120.60501473229817,31.283993076155195
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10130335,盘溪新村,6,120.612908,31.280597,120.60873725861545,31.28278746200632
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10130463,盘溪新村南,7,120.616345,31.278381,120.61217240564179,31.280569946779586
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10130462,大龙港新村,8,120.620647,31.278837,120.61647106666638,31.281022085189385
